Team,NOC
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Romania,ROU
Romania,ROU
Romania,ROU
Armenia,ARM
Russia,RUS
Russia,RUS
Russia,RUS
Hungary,HUN
Belarus,BLR
Belarus,BLR
Belarus,BLR
Latvia,LAT
Egypt,EGY
Egypt,EGY
Myanmar,MYA
Myanmar,MYA
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Philippines,PHI
Philippines,PHI
Philippines,PHI
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
United States,USA
Nigeria,NGR
Tunisia,TUN
Costa Rica,CRC
Costa Rica,CRC
Colombia,COL
Mexico,MEX
Paraguay,PAR
Costa Rica,CRC
Costa Rica,CRC
Egypt,EGY
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
India,IND
India,IND
Japan,JPN
Unified Team,EUN
Unified Team,EUN
Kazakhstan,KAZ
Kazakhstan,KAZ
Kyrgyzstan,KGZ
Kyrgyzstan,KGZ
Iran,IRI
Afghanistan,AFG
Soviet Union,URS
Kazakhstan,KAZ
United States,USA
Cape Verde,CPV
Italy,ITA
Italy,ITA
Italy,ITA
Luxembourg,LUX
Luxembourg,LUX
United States,USA
Brazil,BRA
Brazil,BRA
Peru,PER
Peru,PER
Spain,ESP
Spain,ESP
Cuba,CUB
Mexico,MEX
Chile,CHI
Chile,CHI
Peru,PER
Cuba,CUB
Cuba,CUB
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Venezuela,VEN
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Colombia,COL
Cuba,CUB
Ecuador,ECU
Mexico,MEX
Mexico,MEX
Mexico,MEX
France,FRA
France,FRA
France,FRA
Puerto Rico,PUR
Puerto Rico,PUR
Spain,ESP
Spain,ESP
Colombia,COL
Belize,BIZ
Mexico,MEX
Mexico,MEX
Cuba,CUB
Mexico,MEX
Cuba,CUB
Cuba,CUB
Venezuela,VEN
Venezuela,VEN
Argentina,ARG
Argentina,ARG
Spain,ESP
Spain,ESP
Venezuela,VEN
Colombia,COL
France,FRA
France,FRA
France,FRA
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Spain,ESP
Spain,ESP
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Dominican Republic,DOM
Spain,ESP
Spain,ESP
Argentina,ARG
Argentina,ARG
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Venezuela,VEN
Spain,ESP
Cuba,CUB
Bolivia,BOL
Bolivia,BOL
Mexico,MEX
Spain,ESP
Spain,ESP
Dominican Republic,DOM
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Venezuela,VEN
Spain,ESP
Costa Rica,CRC
Costa Rica,CRC
Colombia,COL
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Dominican Republic,DOM
Mexico,MEX
Venezuela,VEN
Mexico,MEX
Spain,ESP
Spain,ESP
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Uruguay,URU
Cuba,CUB
Peru,PER
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Puerto Rico,PUR
Chile,CHI
Spain,ESP
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Spain,ESP
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Cuba,CUB
Honduras,HON
Costa Rica,CRC
Costa Rica,CRC
Spain,ESP
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Colombia,COL
Guatemala,GUA
Spain,ESP
Chile,CHI
Colombia,COL
Colombia,COL
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Argentina,ARG
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
France,FRA
Spain,ESP
Cuba,CUB
Dominican Republic,DOM
Spain,ESP
Mexico,MEX
Argentina,ARG
Argentina,ARG
Cuba,CUB
Cuba,CUB
France,FRA
France,FRA
Spain,ESP
Spain,ESP
Spain,ESP
Bolivia,BOL
Bolivia,BOL
Bolivia,BOL
Bolivia,BOL
Bolivia,BOL
Bolivia,BOL
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Argentina,ARG
Argentina,ARG
Spain,ESP
Argentina,ARG
Argentina,ARG
Argentina,ARG
Cuba,CUB
Cuba,CUB
Cuba,CUB
Cuba,CUB
Venezuela,VEN
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain-1,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
France,FRA
Spain,ESP
Costa Rica,CRC
Spain,ESP
Spain,ESP
Spain,ESP
Moldova,MDA
Great Britain,GBR
Sweden,SWE
United States-1,USA
United States-1,USA
United States-2,USA
Romania,ROU
United States,USA
Mongolia,MGL
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Norway,NOR
Turkey,TUR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Vinga-1,SWE
Kerstin-1,SWE
Sweden,SWE
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Sweden,SWE
Kerstin-1,SWE
Sweden,SWE
Norway,NOR
Norway,NOR
Norway,NOR
Austria,AUT
Austria,AUT
Austria,AUT
Austria-2,AUT
Sylvia,SWE
Sylvia,SWE
Finland,FIN
Sylvia,SWE
Norway,NOR
Argentina,ARG
Argentina,ARG
Denmark,DEN
Kenya,KEN
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Argentina,ARG
Sweden,SWE
Sweden,SWE
Sweden,SWE
Heatherbell,FIN
Finland,FIN
Finland,FIN
Finn II,FIN
Finland,FIN
Sweden,SWE
Sweden,SWE
Great Britain,GBR
Finland,FIN
Finland,FIN
Finland,FIN
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Australia,AUS
Canada,CAN
Canada,CAN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Denmark,DEN
Venezuela,VEN
Venezuela,VEN
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Germany,GER
United States,USA
Poland,POL
Canada,CAN
Canada,CAN
Great Britain,GBR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
South Africa,RSA
South Africa,RSA
Turkey,TUR
United States,USA
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Great Britain,GBR
Canada,CAN
United States,USA
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
Netherlands,NED
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Australia-1,AUS
Leander Club-1,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
New Zealand,NZL
New Zealand,NZL
New Zealand,NZL
Great Britain,GBR
Great Britain,GBR
Denmark,DEN
Denmark,DEN
Austria,AUT
Canada,CAN
India,IND
Canada,CAN
Canada,CAN
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
East Germany,GDR
Sweden,SWE
Sweden,SWE
Sweden-2,SWE
Puerto Rico,PUR
Canada,CAN
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
South Africa,RSA
Norway,NOR
Sweden,SWE
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Germany,GER
Germany,GER
Germany,GER
Germany,GER
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Italy,ITA
France,FRA
France,FRA
Canada,CAN
Hungary,HUN
Hungary,HUN
Czechoslovakia,TCH
Romania,ROU
Romania,ROU
Romania,ROU
Hungary,HUN
Hungary,HUN
New Zealand,NZL
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Guatemala,GUA
Brazil,BRA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Guatemala,GUA
Panama,PAN
Guatemala,GUA
Chile,CHI
Chile,CHI
Mexico,MEX
West Germany,FRG
West Germany,FRG
Switzerland,SUI
France,FRA
France,FRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil-1,BRA
Brazil-2,BRA
Brazil-2,BRA
France,FRA
France,FRA
Brazil,BRA
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
United States,USA
United States,USA
United States,USA
United States/Great Britain,USA
United States,USA
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Canada,CAN
Canada,CAN
Canada,CAN
Canada,CAN
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Bahamas,BAH
Australia,AUS
Australia,AUS
Bahamas,BAH
Bahamas,BAH
United States,USA
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Finland,FIN
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Sweden,SWE
Sweden,SWE
Sweden,SWE
Sweden,SWE
Denmark,DEN
Denmark,DEN
Denmark,DEN
Norway,NOR
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Romania,ROU
Canada,CAN
Poland,POL
Poland,POL
Norway,NOR
United States,USA
United States,USA
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Norway,NOR
Sweden,SWE
Great Britain,GBR
Sierra Leone,SLE
Sierra Leone,SLE
Sierra Leone,SLE
Sierra Leone,SLE
Sweden,SWE
Guinea,GUI
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Great Britain,GBR
Puerto Rico,PUR
Puerto Rico,PUR
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Trinidad and Tobago,TTO
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Soviet Union,URS
Israel,ISR
Israel,ISR
United States,USA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
China,CHN
China,CHN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Kenya,KEN
Australia,AUS
Australia,AUS
China,CHN
China,CHN
China-1,CHN
Thailand,THA
Thailand,THA
Thailand,THA
Thailand,THA
Congo (Brazzaville),CGO
Cote d'Ivoire,CIV
Thailand,THA
Thailand,THA
Thailand,THA
Mali,MLI
Thailand,THA
Italy,ITA
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
Mongolia,MGL
Peru,PER
Italy,ITA
Thailand,THA
Thailand,THA
France,FRA
France,FRA
France,FRA
Thailand,THA
France,FRA
France,FRA
France,FRA
France,FRA
Tajikistan,TJK
Spain,ESP
Thailand,THA
Thailand,THA
Cuba,CUB
Cuba,CUB
Argentina,ARG
Italy,ITA
India,IND
Great Britain,GBR
Greece,GRE
Thailand,THA
American Samoa,ASA
Mongolia,MGL
Spain,ESP
Trinidad and Tobago,TTO
Canada,CAN
Malaya,MAL
Great Britain-1,GBR
Guinea,GUI
Thailand,THA
Thailand,THA
Thailand,THA
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Congo (Kinshasa),COD
Sweden,SWE
Turkey,TUR
Turkey,TUR
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Guyana,GUY
Myanmar,MYA
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Gambia,GAM
Gambia,GAM
Gambia,GAM
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
United States,USA
Norway,NOR
Ghana,GHA
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Belarus,BLR
Switzerland,SUI
Japan,JPN
Japan,JPN
Japan,JPN
Guinea,GUI
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Brazil,BRA
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Haiti,HAI
Philippines,PHI
Burkina Faso,BUR
Burkina Faso,BUR
Burkina Faso,BUR
Burkina Faso,BUR
Burkina Faso,BUR
United States Virgin Islands,ISV
United Arab Emirates,UAE
Thailand,THA
France,FRA
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Argentina,ARG
Thailand,THA
Greece,GRE
Great Britain,GBR
France,FRA
France,FRA
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Australia,AUS
Great Britain,GBR
Great Britain,GBR
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Colombia,COL
Colombia,COL
Greece,GRE
Cuba,CUB
Argentina,ARG
Argentina,ARG
Argentina,ARG
Brazil,BRA
Brazil,BRA
Malaysia,MAS
Malaysia,MAS
Spain,ESP
Venezuela,VEN
France,FRA
France,FRA
France,FRA
Colombia,COL
Italy,ITA
Cuba,CUB
Nicaragua,NCA
Cuba,CUB
Argentina,ARG
Spain,ESP
Brazil,BRA
Brazil,BRA
Costa Rica,CRC
Puerto Rico,PUR
Brazil,BRA
Brazil,BRA
Dominican Republic,DOM
Dominican Republic,DOM
Cuba,CUB
Brazil,BRA
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Venezuela,VEN
Mexico,MEX
Finland,FIN
Finland,FIN
Italy,ITA
Italy-1,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Canada,CAN
United States,USA
United States,USA
United States,USA
Yugoslavia,YUG
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
West Germany,FRG
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Canada,CAN
Sweden,SWE
Spain,ESP
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Thailand,THA
Puerto Rico,PUR
Spain,ESP
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
Puerto Rico,PUR
United States,USA
Puerto Rico,PUR
France,FRA
France,FRA
Puerto Rico,PUR
Chile,CHI
Chile,CHI
Chile,CHI
Chile,CHI
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Mexico,MEX
Spain,ESP
Spain,ESP
Italy,ITA
Brazil,BRA
San Marino,SMR
Puerto Rico,PUR
Venezuela,VEN
Venezuela,VEN
Chile,CHI
Mexico,MEX
Mexico,MEX
Thailand,THA
Thailand,THA
Thailand,THA
Thailand,THA
Italy,ITA
Australia,AUS
Romania,ROU
Romania,ROU
Romania,ROU
Portugal,POR
San Marino,SMR
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Puerto Rico,PUR
Greece,GRE
Greece,GRE
Greece,GRE
Argentina,ARG
France,FRA
France,FRA
France,FRA
France-1,FRA
Australia,AUS
Australia,AUS
Brazil,BRA
Portugal,POR
Portugal,POR
Philippines,PHI
Mexico,MEX
Portugal,POR
Puerto Rico,PUR
Philippines,PHI
Puerto Rico,PUR
Portugal,POR
Brazil,BRA
Brazil,BRA
Guatemala,GUA
Brazil,BRA
Portugal,POR
Ecuador,ECU
Ecuador,ECU
Portugal,POR
Portugal,POR
Portugal,POR
Portugal,POR
Cuba,CUB
Mexico,MEX
Brazil,BRA
Brazil,BRA
Ecuador,ECU
Ecuador,ECU
Ecuador,ECU
Ecuador,ECU
Brazil,BRA
Brazil,BRA
Colombia,COL
Spain,ESP
Spain,ESP
Brazil,BRA
Brazil,BRA
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Dominican Republic,DOM
Portugal,POR
Australia,AUS
Australia,AUS
Portugal,POR
Portugal,POR
Angola,ANG
Guam,GUM
Guam,GUM
Guam,GUM
Philippines,PHI
Brazil,BRA
Brazil,BRA
Brazil,BRA
Puerto Rico,PUR
El Salvador,ESA
Portugal,POR
Portugal,POR
United States,USA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Spain,ESP
Portugal,POR
Portugal,POR
Portugal,POR
Portugal,POR
Portugal,POR
Portugal,POR
Mozambique,MOZ
Venezuela,VEN
Cuba,CUB
Indonesia,INA
Mexico,MEX
Mexico,MEX
India,IND
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Belgium,BEL
Turkey,TUR
Indonesia,INA
Indonesia,INA
Spain,ESP
Spain,ESP
France,FRA
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Guatemala,GUA
Spain,ESP
Switzerland,SUI
Guatemala,GUA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Morocco,MAR
Morocco,MAR
Peiraikos Syndesmos-2,GRE
Peiraikos Syndesmos-2,GRE
Greece,GRE
Soviet Union,URS
Soviet Union,URS
United States,USA
Soviet Union,URS
United States,USA
United States,USA
Soviet Union,URS
Soviet Union,URS
Serbia and Montenegro,SCG
Serbia and Montenegro,SCG
Serbia and Montenegro,SCG
Serbia,SRB
Kazakhstan,KAZ
Kazakhstan,KAZ
Soviet Union,URS
Nepal,NEP
Latvia,LAT
Serbia,SRB
West Germany,FRG
West Germany,FRG
West Germany,FRG
Greece,GRE
Greece,GRE
Greece,GRE
Greece,GRE
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
West Germany,FRG
West Germany,FRG
Jamaica,JAM
Spain-2,ESP
Spain-1,ESP
Latvia,LAT
Latvia,LAT
Latvia,LAT
Soviet Union,URS
Soviet Union,URS
Unified Team,EUN
Ukraine,UKR
Bulgaria,BUL
Bulgaria,BUL
Kazakhstan,KAZ
Kazakhstan,KAZ
Ukraine,UKR
Soviet Union,URS
Argentina,ARG
Argentina,ARG
Singapore,SGP
Indonesia,INA
Pakistan,PAK
Ecuador,ECU
Ecuador,ECU
Ecuador,ECU
Mauritania,MTN
Italy,ITA
Italy,ITA
Romania,ROU
Romania,ROU
Romania,ROU
Mexico,MEX
Mexico,MEX
Italy,ITA
Italy,ITA
Yugoslavia,YUG
Croatia,CRO
Bosnia and Herzegovina,BIH
Ukraine,UKR
Croatia,CRO
Croatia,CRO
Croatia,CRO
Netherlands Antilles,AHO
Netherlands Antilles,AHO
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Brazil,BRA
Portugal,POR
Greece,GRE
Greece,GRE
Greece,GRE
Greece,GRE
Greece,GRE
Ghana,GHA
Latvia,LAT
Latvia,LAT
Thailand,THA
Montenegro,MNE
Montenegro,MNE
Montenegro,MNE
Montenegro,MNE
Greece,GRE
Estonia,EST
Estonia,EST
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Finland,FIN
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Spain,ESP
Poland,POL
Italy,ITA
Italy,ITA
Georgia,GEO
Russia,RUS
Switzerland,SUI
Switzerland,SUI
Sweden,SWE
Sweden,SWE
Sweden,SWE
Romania,ROU
Serbia,SRB
Brazil,BRA
Italy,ITA
Italy,ITA
Pakistan,PAK
Pakistan,PAK
Argentina,ARG
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Angola,ANG
Mexico,MEX
Lebanon,LIB
Cuba,CUB
Bulgaria,BUL
Bulgaria,BUL
Turkey,TUR
Turkey,TUR
Turkey,TUR
Turkey,TUR
Turkey,TUR
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Yugoslavia,YUG
Slovenia,SLO
Argentina,ARG
Great Britain,GBR
Greece,GRE
Belgium,BEL
Brazil,BRA
Brazil,BRA
Hungary,HUN
Hungary,HUN
Argentina,ARG
Bosnia and Herzegovina,BIH
Barrenjoey,AUS
Australia,AUS
Canada-2,CAN
Canada-1,CAN
Australia,AUS
United States,USA
United States,USA
Canada,CAN
United States-1,USA
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Russia,RUS
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Armenia,ARM
Soviet Union,URS
Qatar,QAT
Turkey,TUR
Turkey,TUR
Singapore,SGP
Turkey,TUR
Turkey,TUR
Finland,FIN
Turkey,TUR
Qatar,QAT
Croatia,CRO
Yugoslavia,YUG
Yugoslavia,YUG
Croatia,CRO
Croatia,CRO
Croatia,CRO
Greece,GRE
Greece,GRE
Thessalonki-1,GRE
Turkey,TUR
Iran,IRI
Finland,FIN
Finland,FIN
Morocco,MAR
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Czechoslovakia,TCH
Romania,ROU
Greece,GRE
Hungary,HUN
Armenia,ARM
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
India,IND
Lithuania,LTU
Lithuania,LTU
Australia,AUS
Soviet Union,URS
Australia,AUS
Australia,AUS
Hungary,HUN
Liberia,LBR
Finland,FIN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Canada,CAN
Spain,ESP
Spain,ESP
Spain,ESP
Cuba,CUB
Italy,ITA
Italy,ITA
Colombia,COL
Cuba,CUB
Cuba,CUB
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Poland,POL
Russia,RUS
Russia,RUS
Russia,RUS
Norway,NOR
Poland,POL
Poland,POL
France,FRA
United States,USA
Sweden,SWE
France,FRA
Austria,AUT
India,IND
Italy,ITA
Hungary,HUN
Hungary,HUN
Hungary,HUN
Hungary,HUN
Finland,FIN
Finland,FIN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Senegal,SEN
Gambia,GAM
Gambia,GAM
Senegal,SEN
Racing Club de France,FRA
Union des Socits Franais de Sports Athletiques,FRA
Spain,ESP
Spain,ESP
Switzerland,SUI
France,FRA
France,FRA
Canada,CAN
Canada,CAN
Peru,PER
Spain,ESP
Spain,ESP
Cuba,CUB
Cuba,CUB
Greece,GRE
Greece,GRE
Italy,ITA
Italy,ITA
Italy,ITA
Tunisia,TUN
Tunisia,TUN
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Kazakhstan,KAZ
Liberia,LBR
Belgium,BEL
France,FRA
San Marino,SMR
"Marinai della nave da guerra ""Varese""",ITA
France,FRA
France,FRA
Germany,GER
Germany,GER
Argentina,ARG
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
Italy,ITA
France,FRA
France,FRA
France,FRA
Italy,ITA
Italy,ITA
Italy,ITA
Argentina,ARG
Italy,ITA
Aldebaran,ITA
Italy,ITA
France-1,FRA
France,FRA
Spain,ESP
Spain,ESP
France,FRA
France,FRA
France,FRA
Belgium,BEL
Japan,JPN
Cambodia,CAM
Cambodia,CAM
Cambodia,CAM
India,IND
Hungary,HUN
Japan,JPN
Japan,JPN
West Germany,FRG
West Germany,FRG
Pakistan,PAK
Pakistan,PAK
Pakistan,PAK
Pakistan,PAK
Russia,RUS
Soviet Union,URS
Soviet Union,URS
Turkmenistan,TKM
Italy,ITA
Italy,ITA
Japan,JPN
Japan,JPN
Japan-3,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
Japan,JPN
